,Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Arab World,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,Gabon,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Latin America & Caribbean ,Least developed countries: UN classification,Low & middle income,Late-demographic dividend,Middle East & North Africa,Middle income,Middle East & North Africa (excluding high income),North America,OECD members,Other small states,Pre-demographic dividend,"Korea, Dem. People's Rep.",Pacific island small states,Post-demographic dividend,French Polynesia,South Asia,El Salvador,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa ,Small states,Eswatini,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),British Virgin Islands,World,Kosovo
38,1998,73.491,50.3259127442221,52.943,49.3329492370093,45.057,74.99,65.8077067945681,73.474,70.514,74.041,78.6317073170732,77.6707317073171,63.561,46.552,77.4731707317073,56.218,49.991,63.917,71.0609756097561,74.641,71.456,73.901,68.4073170731707,68.599,79.949,61.332,69.189,73.728,73.619,61.549,52.523,46.025,78.6236585365854,71.8982376759956,78.898,75.669,71.172,51.108,52.582,49.696,50.894,70.738,58.407,66.993,76.896,69.497329020685,75.564,72.8583170731707,,76.182,74.5146341463415,77.4756097560976,56.176,71.472,76.1390243902439,69.096,69.451,69.980208983269,63.7100938162187,70.9704253825344,67.9117863039328,72.9401445700135,72.045,67.471,77.7161399032756,49.158,69.3585365853659,49.927,76.5112416250113,54.1606942722973,77.0907317073171,66.68,78.6048780487805,78.0268292682927,60.79,69.102,57.6,80.663,52.049,56.554,47.716,52.382,77.8390243902439,72.805,66.1570731707317,66.114,73.632,63.9,80.1317073170732,62.721,50.9523041530546,72.3170731707317,57.135,70.5578048780488,67.6934684834038,65.0233359871889,55.2479361703629,54.9213790010906,65.962,55.4100545325108,74.603,61.792,76.1804878048781,68.73,65.486,79.6024390243903,78.1487804878049,78.9756097560976,70.99,71.474,80.5014634146342,64.5,54.526,,57.028,63.854,75.0048780487805,76.157,70.1482941061137,70.5065295575272,53.9539395052909,64.856522630806,70.61190492064,68.4964309550796,65.9706504352178,67.8527990951586,76.7824593496004,76.4586638832881,60.3049887354731,49.6332021486073,60.906,67.2371866265364,76.990976029348,78.386,61.9292523026633,68.478,49.9250867445926,49.9277868743025,62.8229157985802,50.333,47.224,70.0990699592342,68.5060242109996,70.3517383295354,67.82423611596,61.9292523026633,49.9277868743025,74.906,67.0967795028335,71.306
39,1999,73.561,51.2378519083819,54.846,49.7501167734063,45.386,75.183,66.8767273195947,73.722,70.257,74.347,78.9317073170732,77.8756097560976,64.189,47.528,77.619512195122,56.526,50.325,66.228,71.4121951219512,74.98,71.771,75.076,67.9073170731707,68.773,79.053,61.871,69.524,74.039,73.863,62.23,51.694,45.75,78.8390243902439,72.1845610740875,78.935,76.018,71.419,50.957,52.695,49.945,52.757,70.926,58.781,67.569,77.138,69.3912801233712,75.893,72.9375609756098,,76.295,74.6682926829268,77.7268292682927,56.427,70.631,76.3414634146341,69.279,70.032,70.1935948923278,64.1436129988107,71.1658194136014,67.4855085794094,72.8899373236112,72.463,67.737,77.9419790274605,43.397,70.0634146341463,49.425,76.7452001888737,54.8761594968142,77.2912195121951,66.763,78.7560975609756,78.2317073170732,60.849,69.319,58.03,81.533,52.356,56.816,48.006,52.752,77.9878048780488,72.903,66.4887804878049,66.869,74.066,64.17,80.3829268292683,68.422,51.8352413766677,72.6419512195122,57.961,70.6770731707317,67.9011062617258,65.3658053582662,56.1905505163563,55.3547080778183,66.221,56.606406481422,73.666,62.207,76.0829268292683,69.297,66.182,79.3512195121951,78.6585365853659,79.4243902439024,70.968,71.694,80.4609756097561,65.63,54.495,,57.69,64.136,75.409756097561,76.416,70.6041050559394,70.9113546468657,55.1979955096418,65.2028539479503,70.7630430016015,68.9193952041815,66.2597645308174,68.2834814735427,76.8050240008921,76.5745330548726,59.9351215029012,50.7283999451106,60.798,67.3133507965179,77.0973046395259,79.18,62.5571489792528,69.379,50.6381290684047,50.6408381841779,62.5236931638779,48.733,47.372,70.3163011501395,68.1874334678386,70.7609088097355,68.2568950163231,62.5571489792528,50.6408381841779,74.412,67.3871952151346,69.418
40,2000,73.569,51.9644813247726,55.298,50.221953875359,46.024,75.404,67.2973312552373,73.926,70.624,74.606,79.2341463414634,78.1268292682927,64.891,47.514,77.7219512195122,56.578,50.847,65.779,71.6634146341463,75.496,72.041,74.496,68.9121951219512,68.564,78.858,62.346,69.737,74.089,74.08,62.01,51.011,45.406,79.1668292682927,72.719724722779,79.155,76.87,71.881,50.842,52.932,51.781,53.682,71.32,58.757,68.618,77.586,69.6093331607451,76.183,73.0339512195122,,76.568,74.9682926829268,77.9268292682927,56.573,72.693,76.5926829268293,69.423,70.478,70.5648357047778,64.4992570826455,71.5525698270665,67.6033710320653,73.1320898765724,72.839,68.007,78.1959091124709,56.111,70.4170731707317,50.538,77.0753168840645,55.5059038051956,77.4658536585366,66.31,79.0560975609756,78.4365853658537,61.069,69.575,58.195,81.37,52.479,56.942,50.121,53.226,77.8878048780488,72.783,66.1007317073171,67.446,74.417,64.483,80.8780487804878,68.662,52.6617541209546,72.8078048780488,58.365,71.2463414634146,68.2416312578469,65.7045768390257,56.6358702690433,55.7800007528308,66.433,57.06333768301,74.725,62.669,76.5365853658537,69.691,66.817,79.6536585365854,78.9536585365854,79.7780487804878,70.944,71.918,81.0760975609756,65.45,54.411,,58.625,64.409,75.909756097561,76.722,70.9065124450419,71.2284362721063,55.7872822922983,65.5362074172575,71.078675285985,69.2821780682104,66.5532348203179,68.6414974738103,76.885154425386,76.9164285815438,60.4329368443966,51.4739360006522,60.763,67.3039487281314,77.3493836287602,79.536,62.8929661464142,69.865,51.2619441016462,51.2645448028029,62.9101269006607,47.256,47.443,70.6924622205943,68.379542167384,71.0789491788505,68.6233338932417,62.8929661464142,51.2645448028029,73.966,67.7004016982228,74.072
41,2001,73.647,52.189648214333,55.798,50.565144130827,46.59,75.639,67.6316805976471,74.186,70.932,75.078,79.6341463414634,78.5756097560976,65.51,48.431,77.9731707317073,56.66,51.071,66.135,71.7682926829268,75.908,72.11,75.06,68.5073170731707,68.357,79.871,62.843,70.195,74.247,74.276,63.444,50.676,45.393,79.3980487804878,73.0961481937343,79.277,76.773,72.606,50.81,53.142,52.116,54.395,71.502,59.163,69.929,77.545,69.7013628300102,76.421,73.110756097561,,76.989,75.1731707317073,78.3292682926829,56.903,71.713,76.7926829268293,69.642,70.823,71.1532923501957,64.8163549856725,72.1129509335254,67.7489930065596,73.3925992458532,73.24,68.308,78.5400040844943,58.298,70.2585365853659,51.043,77.4229501748974,55.7251105112269,77.9658536585366,66.34,79.1585365853659,78.6414634146341,61.27,69.606,58.107,81.087,52.662,57.043,50.445,53.636,78.3878048780488,73.118,66.7348780487805,67.946,75.41,64.788,81.4243902439025,69.006,53.1310992050946,74.5129268292683,58.489,72.2487804878049,68.6546066926548,66.0848900924115,57.0167286840859,56.0286057591218,66.758,57.5121871826401,75.51,63.091,77.1341463414634,69.955,67.034,80.690243902439,79.4073170731707,80.1268292682927,70.758,72.147,81.4163414634146,65.76,54.508,,59.966,64.655,76.4121951219512,76.891,71.2545331983992,71.487118219397,56.2672144694918,65.92539847579,71.6240722168429,69.6311315403224,66.94506391915,68.9732952175763,77.088596040168,77.2034412595573,60.3998195489602,51.9215614271429,60.745,67.4120451768642,77.6440337386382,79.685,63.3037073531154,69.598,51.5337626313284,51.5363218250061,62.8934438194637,45.975,47.85,71.2883826478195,68.555882691225,71.3382890766088,68.9637362403084,63.3037073531154,51.5363218250062,73.846,68.0522403020675,74.394
42,2002,73.726,52.540794004192,56.454,50.9278483335328,47.386,75.89,67.9355701632582,74.408,71.018,75.536,79.9365853658537,78.6780487804878,66.239,49.891,78.0756097560976,56.606,51.272,66.612,71.8658536585366,76.088,72.232,74.612,68.0560975609756,68.752,80.631,63.306,70.41,74.366,74.426,64.078,50.632,45.409,79.5307317073171,73.2424154880921,78.906,77.445,72.985,50.886,53.415,52.333,55.088,71.939,59.056,70.705,77.983,69.9700669387854,76.612,73.2115365853659,,77.487,75.2219512195122,78.2292682926829,57.215,72.34,76.8951219512195,69.923,71.23,71.5001923568857,65.2226549082517,72.4501596339701,67.8388759216773,73.5029038659978,73.613,68.564,78.6301924780688,58.811,70.9048780487805,51.517,77.531003298642,56.1453096516832,78.119512195122,65.748,79.2609756097561,78.8439024390244,61.292,70.024,58.608,80.26,53.278,57.08,50.986,54.085,78.6414634146341,73.167,67.1529268292683,68.386,75.793,64.728,81.4268292682927,69.366,53.6299965169525,74.7173170731707,58.855,72.3487804878049,68.9875853336328,66.4075070109689,57.4245658995831,56.3822425571284,67.134,57.9471816023942,75.42,63.616,77.6341463414634,70.445,67.084,80.5024390243903,79.4512195121951,80.2292682926829,70.888,72.359,81.6907317073171,65.95,54.99,,61.226,64.84,76.7658536585366,76.982,71.536991087633,71.8368420199417,56.7416950115795,66.2443009218683,71.9214452531973,69.9765924524349,67.2668252688741,69.3260675196513,77.1922992714978,77.3786986556008,60.4283508064141,52.3681161355009,60.792,67.2052661088637,77.7959890213592,79.711,63.7715296382315,70.232,51.8890711484619,51.891342436414,62.9410580527187,44.486,47.946,71.6386767670973,68.650378485346,71.6941326160221,69.3087484886951,63.7715296382315,51.891342436414,73.891,68.3332219562297,74.676
43,2003,73.752,53.0220345898659,57.344,51.4033564775689,49.617,76.142,67.8590028335005,74.08,71.436,75.478,80.2390243902439,78.6317073170732,66.756,50.857,78.1292682926829,56.738,51.793,66.824,72.0658536585366,76.337,72.402,75.782,68.5536585365854,68.909,79.345,63.635,70.72,74.472,74.561,64.696,50.947,45.76,79.7151219512195,73.3822527825258,79.618,77.387,73.371,50.954,53.883,52.827,55.948,72.361,59.258,71.429,78.072,69.7958451987249,76.773,73.353512195122,,77.788,75.1707317073171,78.3804878048781,57.595,71.438,77.1439024390244,70.265,71.287,71.9485362700451,65.5196872923742,72.8645142022922,67.9585859395451,73.6134514629794,73.975,68.402,78.6520340668657,59.409,71.3170731707317,52.533,77.5893359969316,56.4152039362988,78.3682926829268,66.177,79.1146341463415,78.9439024390244,61.671,70.333,59.111,79.694,53.678,57.586,51.405,54.581,78.8414634146341,73.188,68.0224390243903,68.797,76.504,64.6,81.3780487804878,69.507,54.229668876524,74.6139024390244,59.507,72.3,69.2564792281821,66.6886964998408,57.867306738238,56.7018841471596,67.413,58.4508200570714,76.096,64.094,78.1390243902439,69.823,65.643,80.9634146341464,79.6487804878049,79.9829268292683,70.806,72.573,81.76,65.74,55.601,,62.523,64.954,77.2146341463415,76.985,71.7801804724459,72.0215493356835,57.3243001674602,66.5728297938121,72.3339155934004,69.8601811862713,67.5469663719917,69.1433468828083,77.3004195302229,77.505306781989,60.5702762723485,52.8837927902007,69.546,67.5196995129671,77.9094514734754,79.703,64.199772941262,70.14,52.3673959299741,52.36952152081,63.0100624919927,43.349,48.206,71.979469605854,68.7734207924604,71.8813891155091,69.1230574789837,64.1997729412621,52.36952152081,73.986,68.6068363929736,74.968
44,2004,73.576,53.5454571098034,57.944,51.8191317940034,50.592,76.376,67.8959120441891,74.855,71.421,75.672,80.490243902439,79.1804878048781,67.346,52.01,78.8780487804878,56.826,52.416,67.187,72.5634146341463,76.56,72.478,76.133,68.9560975609756,69.227,81.12,64.004,71.131,74.727,74.65,65.268,51.617,46.038,79.9921951219512,73.7304349327381,80.125,77.616,73.748,51.363,54.178,53.426,56.986,72.695,59.48,71.999,78.331,70.2253181574919,76.912,73.4289268292683,,77.944,75.7219512195122,78.6804878048781,57.759,72.401,77.4926829268293,70.331,71.762,72.0266088640891,65.7429019912854,72.9632561432547,68.3074280975041,74.0545430722738,74.279,68.613,79.2282585114188,59.899,71.909756097561,53.235,78.1144998957159,56.6619696203327,78.7146341463415,66.424,80.1634146341463,79.0926829268293,61.838,70.567,59.191,80.948,54.117,58.088,52.15,55.036,79.0390243902439,71.788,68.6439024390244,69.165,76.923,64.93,81.8292682926829,69.796,54.740409284175,75.520243902439,58.475,72.6487804878049,69.5010398216093,66.925120584484,58.1889520393913,57.0266398254545,65.75,58.7708788192104,76.966,64.524,78.5390243902439,71.37,65.031,80.9975609756098,80.1463414634146,80.7804878048781,70.86,72.772,82.030243902439,66.06,56.361,,63.552,64.989,77.6658536585366,76.792,72.0916928771391,72.343865150839,57.8039970952578,66.8058118392856,72.6378129338335,70.3384398627153,67.7735374278213,69.6247662656893,77.7347906749995,77.8985465483333,60.8492846038074,53.3398016471408,69.437,67.6882069100611,78.3393614227025,79.696,64.5400348324969,70.34,52.8466181215404,52.8488071191082,63.2964114162141,42.538,48.232,72.059917455124,69.112331849457,72.2098090387214,69.6081160153551,64.5400348324968,52.8488071191082,74.251,68.8623052877871,75.304
45,2005,73.811,54.2196508058582,58.361,52.3445512272646,51.57,76.621,68.1626821796793,75.139,71.792,75.825,80.8414634146341,79.3317073170732,67.562,53.023,78.9804878048781,57.125,53.092,67.299,72.5609756097561,76.931,72.765,75.42,68.8512195121951,69.376,77.927,64.386,71.753,74.89,74.731,65.805,52.61,46.433,80.1126829268293,73.8449951359211,80.344,78.016,74.111,51.824,54.362,53.927,58.126,73.081,59.604,72.68,78.505,70.4823358902952,77.047,73.5657073170732,,78.101,75.9243902439025,78.9317073170732,58.316,72.254,77.8439024390244,70.875,72.061,72.5553601545652,66.1915034839954,73.4393996896524,68.3823219019124,74.1946289810641,74.514,68.779,79.3706269145857,60.597,72.5682926829268,54.008,78.2714286678124,57.0548996100905,78.8170731707317,66.632,80.1634146341463,79.290243902439,61.959,71.13,59.76,81.442,54.632,58.394,52.249,55.464,79.2390243902439,73.521,68.4224390243902,69.168,77.182,65.132,81.6292682926829,70.104,55.4083228176931,75.2446341463415,60.415,72.6487804878049,69.9234436166427,67.3217373114344,58.6105703019192,57.0632692744767,67.649,59.3851053710707,77.623,64.996,78.9439024390244,71.838,64.844,81.5024390243902,80.1512195121951,80.7829268292683,71.044,72.932,81.9551219512195,65.86,57.344,,64.293,64.967,78.1682926829268,76.903,72.4728546164505,72.7146392232256,58.3401167947529,67.2041736420953,73.031422358477,70.6309307908833,68.1698930497297,69.9073718191941,77.7460653010321,78.0118330586466,61.2016747434978,53.9397791722359,69.285,67.8304123903201,78.426553145263,79.736,64.9162980965955,70.44,53.4601779317098,53.4621950485481,63.59498856728,42.125,48.312,72.5973692703652,69.2018594416428,72.5893091404427,69.8841373211559,64.9162980965955,53.4621950485481,74.723,69.1987413121306,75.616
46,2006,74.026,55.1505461100496,58.684,52.8321256822206,52.369,76.816,68.5672496118008,75.433,71.987,75.765,81.0414634146342,79.8804878048781,68.165,53.869,79.380487804878,57.456,53.742,67.241,72.6121951219512,77.156,72.855,76.247,69.4048780487805,70.093,77.585,64.779,72.037,75.068,74.783,66.362,53.918,46.851,80.5436585365854,74.0926027308098,80.694,78.261,74.504,52.355,54.856,54.534,58.878,73.468,59.875,72.239,78.514,70.7006903460939,77.179,74.709756097561,,78.371,76.5243902439024,79.1317073170732,58.715,72.848,78.0951219512195,71.165,72.334,72.9065334927173,66.5920295829353,73.7918873420352,69.0362855721712,74.6931935248229,74.689,68.977,79.8031961914222,61.611,72.6914634146341,55.149,78.668010036854,57.5401985452426,79.2146341463415,66.855,80.8121951219512,79.6390243902439,62.375,71.394,59.988,80.393,55.108,59.06,53.371,56.046,79.4390243902439,73.7,68.6165853658537,69.812,77.136,65.667,82.3756097560976,70.261,56.2336206746725,75.8368292682927,60.763,73.0975609756098,70.2801342889741,67.7169936346465,59.2485477871908,57.8649628007402,67.914,59.9408448104188,78.191,65.412,79.2414634146342,72.276,63.587,81.1585365853659,80.5536585365854,81.2829268292683,71.199,73.145,82.3219512195122,66.15,58.222,,65.059,64.906,78.6682926829268,76.887,72.6961768131639,72.9242126806451,58.9385541914814,67.6020245543774,73.4509044736766,70.8402881373532,68.5435665129063,70.091654959821,77.9687942653244,78.29782141009,61.797430464785,54.5785753533199,69.085,67.9857334641943,78.7585869132718,79.842,65.3714047440218,70.773,54.2113682396008,54.2133010695828,64.050738279096,43.12,48.286,72.9555238889124,69.7890954070327,72.8019442317792,70.0719112166503,65.3714047440218,54.2133010695829,74.88,69.5712290558729,75.636
47,2007,74.21,55.9338017149142,59.111,53.2517115680003,53.642,77.549,68.9286803660228,75.006,72.327,76.131,81.2926829268293,80.1804878048781,68.603,54.727,79.7829268292683,57.675,54.375,66.714,72.6634146341463,77.634,72.678,76.161,70.2073170731707,70.655,79.361,65.027,72.365,75.342,74.818,66.954,55.732,47.426,80.5436585365854,74.2506487210769,81.166,77.826,74.762,52.97,55.165,54.923,59.643,73.837,60.102,72.835,78.462,71.0279716427937,77.307,75.3634146341464,,78.81,76.7243902439025,79.5341463414634,59.024,71.93,78.1951219512195,71.371,72.602,73.1494608933121,66.8847117317429,74.0348839672273,69.553869930144,75.0513621926259,74.844,69.128,80.0433364925514,62.116,72.8146341463415,56.426,78.9018190892451,58.0074424609044,79.2634146341464,66.826,81.1121951219512,79.9878048780488,62.618,71.568,60.224,78.514,55.553,59.394,54.155,56.54,79.4390243902439,74.317,69.3229268292683,70.1,77.098,66.254,82.3268292682927,70.376,56.889887989301,75.7056097560976,61.103,73.1512195121951,70.5716407600286,67.9957817453245,59.6006494517446,58.1120724228649,68.189,60.3457558357221,78.331,65.788,79.6414634146341,72.772,63.553,81.4536585365854,80.5048780487805,81.4341463414634,71.418,73.373,82.5070731707317,66.34,58.865,,65.731,64.844,79.119512195122,77.017,72.8462796849588,73.0656853232916,59.3677791564092,67.8827031093505,73.7432719038173,71.1803591602098,68.8041943726044,70.4258404792105,78.2396073483593,78.5050533364998,62.4977742987517,55.0867801380248,68.911,67.9652128719108,79.005590206396,80.02,65.6322768161914,71.108,54.8471078111259,54.8490285448748,64.5948008313594,43.641,48.751,73.2036602652449,70.2551576704082,72.9451722114854,70.4070138492431,65.6322768161914,54.8490285448748,75.039,69.8351145062848,76.516
48,2008,74.147,56.6804188973962,59.852,53.6411646755364,54.633,77.653,69.2864272940476,75.641,72.398,76.41,81.3951219512195,80.4317073170732,68.811,55.71,79.6804878048781,57.869,55.342,67.051,72.9634146341463,78.084,72.667,76.838,70.4560975609756,71.151,78.623,65.446,72.715,75.447,74.84,67.499,57.121,48.016,80.7246341463415,74.5759526780779,81.317,78.484,74.872,53.653,55.655,55.339,60.426,74.295,60.475,72.508,78.445,71.1774694310625,77.429,75.309756097561,,78.981,76.9756097560976,79.7365853658537,59.365,73.305,78.4463414634146,71.658,72.941,73.0978709648826,67.0796900489161,74.0048241454875,69.8792072473863,75.3128229233566,74.983,69.319,80.2467136096166,62.573,73.7707317073171,57.592,79.1252964098769,58.0172242637398,79.5682926829268,66.935,81.2146341463415,80.0853658536585,63.083,71.332,60.49,80.13,56.044,60.082,54.646,57.074,79.9390243902439,74.656,70.0151219512195,70.356,77.185,66.288,82.3756097560976,70.441,57.5040701855321,75.9121951219512,61.332,73.7024390243903,70.7894320894216,68.1794231603928,59.7829810594301,58.4018996707658,68.226,60.4753203789228,78.449,66.149,80.0951219512195,72.624,64.942,81.609756097561,80.9512195121951,81.4853658536585,71.612,73.591,82.5875609756098,67.11,59.614,68.4512195121951,66.47,64.834,79.5170731707317,77.145,73.1039404243174,73.2878272128666,59.5070406180055,68.0694512944647,73.9210356683671,71.4663911342211,68.9700646740805,70.6835398614075,78.3037701499182,78.6564740678312,63.1912033296877,55.6136543774986,68.958,68.1238403841778,79.151087696378,80.301,65.9610070803582,71.424,55.4488626082174,55.4507126052464,65.1131221379244,44.175,49.024,73.1506565921811,70.5576524880787,73.1711254446773,70.6645249982073,65.9610070803582,55.4507126052464,75.007,70.0061005797189,77.392
49,2009,74.56,57.6208515442432,60.364,54.1594208389292,55.752,77.781,69.8126377043771,75.936,72.813,76.669,81.5439024390244,80.3317073170732,69.356,56.388,80.0341463414634,57.956,55.959,67.403,73.4121951219512,78.461,72.579,76.976,70.4073170731707,71.819,79.996,65.88,72.948,75.678,74.846,67.897,58.279,48.648,81.0660975609756,74.9303639266576,80.995,78.741,75.343,54.394,56.102,55.836,61.088,74.742,60.831,73.088,78.672,71.8319070972568,77.548,76.1560975609756,,79.401,77.0780487804878,79.8365853658537,59.673,72.17,78.5975609756098,71.871,73.62,73.6496121386241,67.527998477828,74.5325090447428,70.460913633749,75.7017086710685,75.184,69.48,80.4506879591034,63.328,74.8243902439024,58.804,79.3576360232167,59.0613722295222,79.719512195122,67.089,81.4146341463415,80.3853658536585,63.303,71.95,60.946,81.243,56.348,60.427,55.541,57.431,80.1878048780488,75.036,70.5280487804878,70.641,77.094,66.563,82.7756097560976,70.911,58.2403116950517,76.1682926829268,61.741,73.9048780487805,71.1673722205584,68.6032804531533,60.4609412721985,58.7361689858069,68.494,61.3273574482248,78.681,66.513,80.190243902439,72.698,66.446,81.7512195121951,81.4048780487805,81.6365853658537,72.124,73.801,82.9314634146342,68.39,60.365,69.1024390243903,67.444,64.892,79.9682926829268,77.442,73.3086812332154,73.4919570166808,60.4993887916017,68.4978154509818,74.3324629466367,71.8198069070667,69.3860597306284,71.0222190467391,78.6548558791086,78.9200227671162,63.8148785753945,56.3080035125471,69.732,68.0236126664195,79.4756110093771,80.665,66.2545914531589,71.576,56.2178928838296,56.2196130711593,65.6707068451106,44.639,49.196,73.6994202494047,71.1029278968907,73.3794254810154,71.0046504281841,66.2545914531589,56.2196130711593,75.26,70.4014998432096,77.665
50,2010,75.404,58.4111497501441,60.851,54.550169165108,56.726,77.936,70.0412535714543,75.721,73.16,76.82,81.6951219512195,80.5804878048781,69.529,57.081,80.1829268292683,58.363,56.477,68.638,73.5121951219512,78.748,72.731,77.073,70.4048780487805,72.272,80.499,66.162,73.182,75.712,74.849,68.43,60.013,49.255,81.3221951219512,75.2939657786314,81.12,78.501,75.599,55.023,56.582,56.417,61.683,75.033,61.123,73.499,78.67,72.0186893303779,77.661,,82.190243902439,79.665,77.4243902439025,79.9878048780488,60.259,71.55,79.1,72.093,73.808,73.8761728997625,67.8659730930201,74.7343657919443,70.7664211000226,75.98639222958,75.43,69.664,80.6936166663087,63.787,75.4292682926829,59.73,79.6300337124674,59.307740958904,79.8707317073171,67.328,81.6634146341463,80.6365853658537,63.898,72.128,61.157,80.958,56.72,60.717,56.23,57.878,80.3878048780488,74.999,70.2919512195122,70.878,76.879,66.743,82.9780487804878,71.088,58.577688567925,76.4756097560976,46.019,74.2073170731707,71.4524215705921,68.9004481242895,60.9068503403282,59.078973449543,68.679,61.8272835461901,78.983,66.909,80.7439024390244,73.069,67.062,81.8975609756097,81.6024390243903,82.0365853658537,72.622,74.0,82.8426829268293,68.45,60.649,69.3,67.712,65.016,80.1170731707317,77.982,73.1797089352899,73.385642956432,60.9600560994841,68.7981967409366,74.6151129821294,72.1063833194012,69.6811477710704,71.2768418587679,78.8171964951338,79.0927333600111,64.5529603710142,56.8119682833244,70.419,68.395698405641,79.685190812689,81.039,66.7509942386822,71.848,56.8456972290726,56.8473656890804,66.2576712131467,46.619,49.584,73.9199887002822,71.4173722976296,73.2679098813985,71.2575818425094,66.7509942386822,56.8473656890804,75.428,70.6712007747109,77.63
51,2011,75.465,59.2932713889337,61.419,55.0131378935872,57.596,78.092,70.2615198130023,76.124,73.305,77.104,81.8951219512195,80.9829268292683,69.984,57.769,80.5853658536585,58.462,57.125,68.809,74.1634146341463,78.89,72.564,77.007,70.5536585365854,72.651,81.403,66.534,73.343,75.917,74.858,68.881,60.53,49.948,81.4826829268293,75.8884748834282,81.726,79.11,75.903,55.52,57.133,57.069,61.992,75.32,61.503,74.257,79.348,72.3584611359135,77.76,77.4731707317073,,79.999,77.8731707317073,80.4365853658537,60.433,69.695,79.8,72.221,74.123,74.1470345834113,68.2917697744353,74.9713541366615,71.2192011981416,76.4584767730372,75.743,69.88,81.1778468433023,64.402,76.2292682926829,60.721,80.1387421492485,59.9661420832919,80.4707317073171,67.523,82.1146341463415,80.9390243902439,64.045,72.39,61.652,81.871,57.019,61.526,56.967,58.412,80.7317073170732,75.295,69.8248780487805,71.177,76.872,66.982,83.4219512195122,71.439,59.4752203982531,76.7756097560976,61.623,74.8585365853659,71.7953175985338,69.2696317726522,61.4628494154278,59.4617650180505,68.823,62.4719523598495,79.19,67.359,80.7463414634146,73.679,67.659,82.3585365853659,81.6560975609756,82.1878048780488,73.094,74.189,82.5912195121951,68.69,61.046,69.6024390243903,68.416,65.19,80.5682926829269,78.464,73.6943063216088,73.8715444402344,61.6801150186652,69.1672784598718,74.9490627984669,72.3722852310438,70.0436943202778,71.5228584581609,78.9239704429972,79.3196781096385,65.0753359087981,57.3871065174694,70.978,68.5313845167091,79.9503852558578,81.429,67.1424365863389,71.859,57.5571440641248,57.5586106850985,66.7043239957682,48.195,50.009,74.1870440946337,71.8872603018798,73.7647600829535,71.503547867921,67.1424365863389,57.5586106850985,75.486,71.0082974183007,77.74
