,Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,Gabon,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Latin America & Caribbean ,Least developed countries: UN classification,Low & middle income,Late-demographic dividend,Middle East & North Africa,Middle income,Middle East & North Africa (excluding high income),North America,OECD members,Other small states,Pre-demographic dividend,Pacific island small states,Post-demographic dividend,French Polynesia,South Asia,El Salvador,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa ,Small states,Eswatini,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),World,Kosovo
0,1961,,0.254875994717835,,1.85772680600107,,,,,5.42784287621933,,,,2.48261834811161,5.53797931684528,,-13.7461350539839,4.97842306319197,3.14128045641213,4.04392797754925,6.05816082548128,,,10.6670974251373,,,4.89227721902682,4.67999999890945,2.08929593570468,8.60000000000014,,,,6.3432837196721,4.95355379797229,3.16329168371298,,,5.24527188445649,-27.2700000039227,9.93255515611813,1.18368081101198,-10.8513760836337,8.35072672427799,5.08921698439107,,,1.8792765563641,10.0947922512722,,,,,,,,,6.37883247557384,-2.31324874995225,-13.6054413245993,-13.3278606588654,4.39518432109853,3.7684227385697,,,5.12441487941237,5.1611141431878,,,,,,,7.60467047924426,3.51758200278962,4.9801118491384,,14.7668431868332,,3.42967401462874,,,,,13.2038411934427,,,4.29851834874688,,4.68952431164918,,1.85565932082044,-0.297382825050221,,-2.93198029126781,,1.12044450829509,1.12526826144297,1.15295053274905,1.35667236034709,5.74064582274347,,,3.72274253311053,,10.3909183549936,,-0.0846619462922718,11.2038856174685,8.20724591384771,,,12.0435364080116,,-7.77463490371655,,,,6.93599265224405,,6.16146141479676,6.12811740098532,,0.97642892383243,-4.23446605031653,,1.11837505052338,,2.36032124043876,4.29090804652957,,-0.777598860746266,,4.30363503255955,,4.21374797436727,,0.980915825772712,0.977380113701656,,,1.39774367077538,-13.3278606588654,,6.09202830656417,,4.21374797436727,0.97738011370167,3.77292394854005,
1,1962,,7.96582664848981,,3.77294263433399,,,,,-0.852021521903339,,,,1.29425804735992,2.64867511295262,,9.06315793386563,5.21200350925528,-3.42640982098587,6.12879878024506,5.45303096987155,,,10.4519718945414,,,4.89265218028385,4.46999999889448,5.57891785897957,6.59999999999992,,,,6.66666781317736,-3.71380018409685,7.42538477443719,,,4.02668562348731,-5.57999999020275,1.22699449007209,3.04155905079301,21.2006975148133,5.20230878797427,5.41188961342047,,,5.44239137528237,4.58954087771717,,,,,,,,,5.66682217271807,17.0472409333001,-19.6850418256388,-0.640124108918741,3.45676793069775,5.49892628810511,,,4.91914694165037,3.87561672366319,,,,,,,2.98194553610325,3.60610214585952,6.84346998523586,,7.44921159688671,,4.10915860625774,,,,,0.364810538216716,,,3.53650126284866,,1.10492580955443,14.291224686596,5.7648460405449,7.40109627485957,,7.88757589385565,,3.07357769974274,3.51136481038598,5.94072614819842,4.36311427994802,1.8419777020647,7.26786140638322,,2.93112773548363,,7.90926792965348,,8.31371274423529,10.1561171576566,6.20365045787146,,,8.90897299558067,,9.45735874072126,,,,3.89527253075299,,4.34622936962035,4.30191840911954,,3.55457678779581,3.00791497869317,,3.24900280635632,,6.19090951685888,5.68953938223702,,6.17324253787747,,5.73543239479115,,3.40790040448964,,6.04724103569727,6.04857605052939,,,5.36011610893978,-0.640124108918741,,4.18773384166667,,3.40790040448964,6.04857605052939,5.37536049027972,
2,1963,,5.14820559789459,,7.27724630849447,,,,,-5.30819682539126,,,,6.21636417770918,4.13826758157036,,4.13540742185575,4.35158428167051,4.7300279709188,-1.26801637269189,-0.45589428993874,,,10.5240552018016,,,4.95643419491631,1.07000000036732,6.79762577697274,0.600000000000065,,,,5.92104509665194,-0.707010752236329,5.34954645713648,,,5.84014013990728,10.2999999964787,14.490355865667,3.74255032074073,5.213990134349,-4.02930039798804,3.28670755407101,,,6.89892344200918,3.76189647771336,,,,,,,,,0.637021234202351,6.50290263397363,34.3137287802883,6.43967959223657,4.76758490035031,7.81648934867054,,,2.10636824681136,10.5180926175286,,,,,,,3.2850996357034,6.3587719682761,6.23367995209179,,6.09243528403599,,4.40597419943647,,,,,11.8448676740362,,,9.54104393054875,,-12.2786572607531,15.7634636709898,3.58043670755038,2.74626401562534,,-1.89279255057041,,4.6311740938138,4.63707731208723,4.66894880388058,7.96638176503185,-2.23702998433022,1.97016307178997,,5.99435326188559,,7.04207522912898,,10.2833828720506,10.6957129751426,5.60972797819814,,,8.47364238279391,,8.77834021621184,,,,9.02056828279763,,1.75972097736845,2.10194027177253,,4.66934360990159,4.22054111637841,,4.82007916180234,,4.46491595290954,5.35060369900862,,5.68088650006419,,5.28771775515604,,5.29157617301435,,6.09851342819286,6.10084664299877,,,-1.59945401520805,6.43967959223657,,1.91379623213426,,5.29157617301435,6.10084664299877,5.19492739072032,
3,1964,,4.57931687809815,,5.41294974376083,,,,,10.1302976615431,,,,6.98043825541792,6.12435373762843,,6.27303790087062,6.95668473344102,6.65075912824808,2.28281922375837,10.952788546042,,,10.501567200294,,,4.99987991041311,11.1100000008619,3.9565965321577,3.39999999999985,,,,6.83230093078177,2.08032459940857,6.64289441498821,,,2.55722053848815,18.1799999937238,17.6130878299454,3.54715969490351,-2.44022356449149,3.81679626842326,6.16694132350723,,,3.65904831414015,8.72947147438626,,,,,,,,,9.26993821451794,6.76486511640712,5.83941300773414,10.7841836609105,8.07267689920678,10.5366358874168,,,7.40724536151613,11.5075774740906,,,,,,,5.23868659789346,4.87728073334799,6.65209950760072,,4.55445363440386,,2.20932750184639,,,,,9.40967663829282,,,4.63299243190491,,11.3602823799386,8.62816962023558,5.41664557116319,2.96022292622354,,-1.64735736887533,,8.02427864442772,7.51887312512807,4.79117210242764,5.21555995368885,3.52969814847717,4.4234067536598,,7.45295012250209,,8.4752282487852,,9.91654401443,7.93719197503013,2.79770227911507,,,11.6767081963977,,4.96446728844091,,,,9.47382471805444,,7.60917941486592,7.27374085988686,,7.67411974656575,7.53512497214011,,7.96947929362082,,5.86181717142036,6.45982527282885,,3.93900676027168,,6.3659234671704,,7.75897543735343,,4.95588442605765,4.95646236871738,,,-2.5109396034681,10.7841836609105,,7.2661946893848,,7.75897543735343,4.95646236871737,6.56447589501926,
4,1965,,5.34621113726632,,4.08474929980846,,,,,10.5694333376394,,,,5.98035099977743,3.48017491799556,,3.96722560928015,3.56065983986036,5.29386282871174,3.76454538063129,1.60625822891551,,,10.4255964904239,,,4.93054096131836,4.76000000038761,4.91344195642831,2.40000000000001,,,,5.81395505990284,0.947578712256856,6.31671417557232,,,0.950272505285838,16.9500000039607,-3.10965427332918,2.0260537150391,0.997348793527436,3.67646773649125,3.60001138983772,,,8.1905275942481,6.23949190512162,,,,,,,,,4.55525481407106,-12.4818339161577,6.20689821106382,10.7817954591653,5.53437560412542,7.01371212549344,,,3.27508248832193,4.91404229213488,,,,,,,5.30285780228277,-2.70026695887812,4.86150769580638,,8.33333566041171,,1.36899886970954,,,,,10.7680105057905,,,4.36176931452728,,10.5410187618772,14.6421884684938,9.03715648855948,4.01555493263265,,2.16179786144892,,6.01233433583836,5.78805947896601,4.54029088237809,5.74212926751811,1.08158946665004,3.49090299291038,,-2.63577011020728,,17.0357115203008,,7.37172929870715,9.09396559916497,3.26802371964163,,,5.81970787298265,,2.00909417103099,,,,7.31843358022128,,5.86646940464209,5.66643892213227,,5.92855568108641,6.95381778285515,,6.00509938544336,,6.39332024077599,5.48495700342029,,4.21159811162516,,5.5160243510491,,-0.541428155870591,,4.77656249943563,4.7730285481486,,,0.606227786325746,10.7817954591653,,5.55651275857481,,-0.541428155870591,4.7730285481486,5.57745136858455,
5,1966,,3.93591455661377,,-1.77635457478429,,,,,-0.659726170629824,,,,2.3788066089777,5.64286141093278,,4.61299289557684,3.15589498173408,3.57586273248711,0.537613083660716,2.56681200128057,,,9.07192871029736,,,4.77084511295949,14.3636363644906,7.17058966269151,6.7000000000001,,,,6.34401909600525,0.644783720237797,6.70499176434708,,,11.2362424563817,10.6499999984073,11.5773596880237,4.61495561904862,6.77548530172186,1.35898246232004,5.23673586229452,,,6.96931903096743,7.48407801746558,,,,,,,,,2.74091010903237,13.4633448325871,-4.8049709432613,8.00183973417896,4.05741233461508,8.66410862125248,,,-0.339525639357717,5.04640371259349,,,,,,,2.3728230152817,0.0,5.25183704566086,,4.50800456670004,7.53563129353168,-4.25829036972007,,,,,6.49450234707547,,,5.51210399019357,,5.23327389402719,1.79480176358781,5.37384227069569,2.45125056718311,,-0.575786801046178,,5.5393554207523,4.86077610079505,0.983350825950183,-0.212988264038501,2.79134682541115,2.05065976194628,,-0.0553287704537979,,11.5024072848283,,8.73593347606989,-0.0796447724232223,5.98479422519729,,,10.6385615591629,,14.7285664015687,,,,11.9939566084487,,4.63203949430839,4.95025332239032,,4.76044160234869,8.0388974141848,,4.86300351905322,6.62444812362226,6.51814784592983,5.97271815711358,,-0.0426699411841298,,5.90084298119982,9.57657823537022,1.24272045850012,7.16113773971885,1.35025352126993,1.35742642338599,,,-1.8070923919984,8.00183973417896,,4.86601685778471,6.62444812362226,1.24272045850012,1.35742642338599,5.74037694613378,
6,1967,,5.26054659123587,,-9.54954965801859,,,,,3.19199662339177,,,,6.30506643677147,3.0080477977549,,13.8215186020874,3.86814694690112,1.07839866664565,8.82331497485367,-1.8758639196475,,,9.59811386614862,,,4.9131231620706,13.27503974556,6.31721951702735,4.2,,,,5.92455994085913,4.6766131089008,3.09120596217809,,,3.61599985405235,-5.77000000405035,4.59815178505383,-10.9120655887773,-0.985738661487957,2.11627205671408,4.13486416579858,,,5.65012592038407,4.44760892142924,,,,,,,,,5.5303700075201,3.32754228723306,9.45296256279759,-1.42070440502711,5.45856958418457,7.70194216148616,,,4.62107394070436,0.805264126957468,,,,,,,2.16882888287419,13.3518283214042,4.92114891528463,,4.11515285426293,6.24999954222677,3.07536405007809,,0.0,,,5.66948546671586,,,4.11217561696343,,4.31362182924127,1.60326786291182,5.9775428581696,1.82466594113473,,-2.11768620106355,,4.12056886392824,3.13425550077272,-2.8147730176356,-7.82422204911028,1.38040280529586,1.54798065412156,,7.82596303082235,,11.2528030961675,,-1.26726186273838,2.99502016577178,7.17861246556171,1.80863851891932,,11.0821423246929,,3.36123203258556,,,,9.0796065539801,,4.44979112466936,4.33298371939956,,3.17701736408318,1.62923398495775,,3.2234951120149,8.5950495887911,2.54734371934853,4.32600144215847,,-6.43447264343207,,4.29099038112948,-4.73916661695559,6.10921160125454,5.43684885128695,-1.22652160230734,-1.22541035779068,,,0.767201382290096,-1.42070440502712,,4.25947982159414,8.5950495887911,6.10921160125454,-1.22541035779062,4.12405033338392,
7,1968,,4.01071054713078,,1.45891229749347,,,,,4.82250077932424,,,,5.09375061067358,4.47231278246065,,-0.297883673472171,4.19412962494732,3.84233563459493,3.07077393782897,9.48945401547934,,,8.42176356574946,,,7.36722545714625,2.1052631582924,8.52944308448038,9.79999999999998,,,,10.567056502304,1.40411317693092,4.99566660464043,,,3.59201332954129,-4.09999998651148,12.5482486395257,6.34632385376702,4.33269846401917,7.63132623875093,5.93311799878289,,,8.47330434699462,5.91492472396359,,,,,,,,,5.55307657638726,0.238860484696104,10.7962385710968,1.77390650954341,6.56622892751129,9.56046295247504,,,1.90943839921289,-1.60679234953595,,,,,,,2.30328998355674,7.9162215587623,4.49130888579006,,2.50880088058756,4.45633481331723,0.368860328659636,,9.57614346876494,,,7.20371890047187,,,8.76603505425516,,1.02482755310702,3.39737544124384,6.59818324459849,4.29987451388492,,3.18161732148926,,5.96935649734533,5.68712549797191,3.87644519977928,2.34700118392237,10.9151785723284,5.07005048136833,,3.38792917634143,,14.4041826754731,,-5.47490634604691,16.2419568132625,6.54455465470546,5.74413221562095,,12.8824681383234,,7.9826899693479,,,,13.1657682900767,,7.44248210488794,7.10888182401092,,5.76111337654663,5.15266605642285,,5.8449168327147,10.5158413877496,4.81253776385377,6.01761011855153,,2.40214795771183,,5.94021087306187,14.9308021422371,4.60201031896226,3.23669238406627,2.97352095583744,2.97649077344037,,,-0.457218866538113,1.77390650954341,,7.15494279023135,10.5158413877496,4.60201031896226,2.97649077344037,5.92163264213154,
8,1969,,5.27990657349038,,15.5365890596782,,,,,9.67952601078326,,,,7.04518672266681,6.27586716607024,,-1.45954114245622,6.62979979529467,2.87749797403703,2.02608104052698,1.22085790909694,,,8.98166257694015,,,5.10637479099275,3.4364261137743,4.47409733093423,9.49999999999993,,,,15.1234047059107,7.09154252763096,5.04545636736964,,,3.93798328096837,16.9399999960691,9.53921877056503,4.90147952428066,9.3288374385548,7.54852519466465,6.10251730873333,,,5.4917999425584,5.59741341790172,,,,,,,,,6.50924838489951,10.8914458307793,8.43328028248654,11.3842630999743,6.47357405455007,11.4975145616842,,,4.66923798032512,5.27951751357298,,,,,,13.2056754822489,9.59328778480035,2.5964105127114,7.10947534485236,,8.08291043381715,4.77814972289281,6.00617496624768,,2.43552288111326,,,11.5636672907284,,,4.73690901583991,,6.99438665753721,11.3437472310395,0.655438846570291,4.62619653837505,,3.81194328486592,,7.82566785110687,8.02168838210136,9.3125424280317,15.7907616124476,6.82229824856704,4.38785164921542,,6.53970029928357,,15.516658908089,3.24418646020037,2.37458802719068,13.5657035064126,6.09805999558601,5.57467387070459,,12.4778945144976,,7.9592244594956,,,,14.5613666963927,,6.89981597904605,6.83050993027716,,8.12732857074386,10.1843293495672,,8.20327925905433,11.6741245909188,3.2395776420348,5.24470270910737,,11.7686487608698,,5.32146954563753,-2.68594101456866,5.77741425986271,3.48541881590658,9.3819362743547,9.37558195224607,,,6.88131022379213,11.3842630999743,,6.75280421501532,11.6741245909188,5.77741425986271,9.37558195224604,5.78866496831876,
9,1970,,4.68321373902218,,17.9091769082215,,,,,3.04564331917115,,,,7.17579926522316,6.32114263234969,,21.3256707328654,5.58285828431475,2.09775758051059,0.117019610679606,5.61985229280101,,,-5.64964951944781,,,4.8076933638294,6.31229236015874,5.23102930104125,10.4,,,,17.1202676720023,2.33288087679347,11.6440903321965,,,1.82896697019241,19.2999999967145,10.3750318437426,3.09206823386914,-0.245056575086281,6.35847018696658,6.20779696127698,,,7.50313434335064,4.50570970583277,,,,,,,,,1.59684180463518,18.2266828796501,8.86265711008203,13.4414451734595,8.60809948900526,5.38982774474459,,,6.87192932986009,5.59851503849526,,,,,,13.6257376110695,4.81373679601094,12.7027111279051,6.10867981285152,,8.67934217556071,12.0521162464896,9.72347258708628,,6.15384657262285,,,8.56477754045709,,,5.70788359811974,,4.25545689303152,9.20687379167973,3.62672094031046,4.51619227524802,,0.651153708034172,,7.74216002860256,8.13122458537528,10.6584815925943,17.9846014640126,7.55463451460639,4.48086003655919,,5.15722973718955,,10.9276016296551,4.54435706681777,,,5.26869297920993,12.0644090390179,,2.45495838398273,,-4.65544691647621,,,,10.0527348072623,,6.81088301167041,6.51475374252404,,8.30551234823061,11.2179158656427,,8.47843258735624,8.81394145124519,0.589604481792634,2.86231515198843,,12.3184965007027,,2.78524103452855,1.62671133867225,5.90719309046766,2.97729509281315,10.2629303431382,10.262068948067,,,1.85965647855537,13.4414451734595,,6.52199910569782,8.81394145124521,5.90719309046766,10.262068948067,4.01520022293937,
