,Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,Gabon,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Latin America & Caribbean ,Least developed countries: UN classification,Low & middle income,Late-demographic dividend,Middle East & North Africa,Middle income,Middle East & North Africa (excluding high income),North America,OECD members,Other small states,Pre-demographic dividend,Pacific island small states,Post-demographic dividend,French Polynesia,South Asia,El Salvador,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa ,Small states,Eswatini,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),World,Kosovo
24,1984,,162752141155,,114263904328,6135166254,1857337995,330073081,430640108345,112988571429,,,208372846,193518998163,67985344887,,987143931,83349530159,1051134009,1459880132,18920840000,17594944444,3905585106,2041100000,,,214381949,985699968,6169304492,,1346890071,3782553234,160423494,1240822167,637820670,356718400124,,,19671768029,313728547707,6841639250,7311938026,9461033354,2193581365,38253120738,184697226,132019039,3660477856,15982824909,24039383608,,,2278248953,,725111123634,,109157071,59105236854,11594000000,53698548293,536107419363,1459662641983,2317598624736,,3673631584182,16912509092,33971188992,2339472355257,,,8096302367,2603220591296,369274294232,52888800950,1178000678,530683779929,426008865,3561451561,,4412279843,,177340880,138478901,50320914,48020024184,145533311,379371901,9470000100,,437631605,33511383986,4915311846,105358309005,,1816200000,,2787073855272,3093550459418,303033999286,144636750329,84853700028,156468472691,,212157645178,20106648455,162276728620,46938387097,2864441387,,437887689002,2373564549,4967162160,1345824500837,,6191437070,,,42123036,97510744119,21700082753,,,113834592860,2917883627208,1573794504890,641519853615,2833352051039,365345138711,4395317100092,9606069677784,33870717972,221439303505,1979415834,9349595721058,1325515445,272624713224,3661683400,277134246685,277288747256,52177686490,494483409,919103735,535437842812,,,362311289707,272624713224,277288747256,12460879740360,
25,1985,,135795509170,,116508527444,7558613008,1897050117,346742715,424154835583,88416666667,,,240923925,180637129504,69386774408,,1149979286,86268264148,1045712789,1552493196,22278423077,17155421053,3651861702,2320699900,,,212643743,1039500032,5377276657,,1409536121,3523532486,163288815,1114783343,864849836,366186012450,,,17717662228,309835803014,6977650648,8544810498,5979350228,2160872540,34894419443,196726096,137728205,3919203960,15814763392,22920490774,,,2430411900,,732534887058,340989528,119491933,62658568287,5044579979,57937868670,526595680660,1460132634642,2388199816978,,3801763674325,17149088413,39053502251,2403447365328,,,9480840483,2677481057423,373471488874,55875863392,1141168944,553138414367,459307281,3339914757,,4504306723,,225726359,143856253,62118570,47820851221,167728455,412876383,9721652087,,453488372,35699772166,5278120712,101951663361,,2009400000,,2781760678990,3093468478566,306878294088,145297277752,85289488375,159771864906,,232511554840,21270013326,180183629600,48425161290,2984052357,,452217492141,2100239019,4993601520,1427019759717,,6135034214,,,32125261,101296177099,21445970614,,,115797800687,2915982666234,1541609775021,658245962978,2834419368274,398333490843,4706204512482,10116678922653,32189612517,220083414369,1873327091,9844438479188,1448281228,296454642420,3800368600,252890722777,253066172259,50258300316,360079419,1033069709,525937983887,,,395025704488,296454642420,253066172259,12977172366637,
26,1986,405586592,153368683414,,107507001440,7076793823,2097326250,481996013,411512791339,106213829787,,,290440141,182475517627,99036164939,,1201725497,120018787249,1336102025,2036303358,21774033333,20249294118,3052393617,2472500000,,,231638321,1173500032,3959383520,,1547755183,2358574403,191218115,1392602164,1122265013,379006836992,,,18897110581,300514204521,9158302111,11857056199,8042983396,1849268212,34942489684,279197722,190651168,4418983871,14441262133,24226574634,,,3090734463,,1046259374944,,135161959,88078760104,6122128558,63692007897,524527484217,1475759117116,3123521291594,,5189099124582,15314138472,41253507951,3373099858819,,,9848600870,3743790443177,363763056776,73531550551,1290267340,771470783218,688914289,3403638189,,5735677434,1995186721,185646987,130225019,76407396,56379593476,187589523,603016293,7231963516,,504651140,41075396885,5677828959,118925024229,,2318000000,,2841105388482,3157278550008,311752344071,131000150286,79954072545,180951752535,,248985994041,28714571852,209094561833,47264516129,3989622739,,640386352773,2754549582,6402050485,2120083812110,,7239126568,,,31417658,116836246285,17903989745,,,125934187032,2982404064653,1562632574297,676100782341,2883617605845,447645511594,4959811337024,12260286310250,32598782101,213367061416,2042413982,12035229351239,2212028300,313975467118,3771663200,260909789945,261128395602,49330296097,449140318,1067828246,523872370538,,,443928235118,313975467118,261128395602,15348791135001,
27,1987,487709497,186594742539,,110281682790,8089279285,2080796250,611299925,445512045933,109029439252,,,337174862,189487162520,124168442534,,1131466494,149394404106,1562412228,2369834950,24298032258,28101000000,3392021011,2713999900,,,281082559,1296499968,4347956338,,1704370308,2754485672,242742766,1965226890,1200991978,433134238311,,,22250729664,327089403146,10087654451,13049659981,7175016485,2297753652,36373307085,337525853,235253065,4532952047,15521767250,25213935012,,,3704813886,,1298176105550,373371738,151868754,109414423929,5827050753,66745818375,573139844210,1498232946401,3722067437665,,6412249080795,13945426859,40455616654,4172038112351,,,10527338647,4630939521326,374331340506,91594751792,1177947965,934173305686,886508622,3281797043,,5074829932,2041538040,220626484,173836362,93345860,65652750377,215009570,787390409,7084399840,,354591847,50622896163,6190521242,129512120893,,2047200000,,2980906413498,3322412416376,334526368464,134022865356,75929617558,201416522979,,279033584092,33920518493,134009995923,56774193548,5520318405,,805713128174,3287007322,6756209762,2580748422781,,7970820369,,,35709784,147948709376,22368704134,,,137952190976,3157190859070,1751793679027,622547368884,3041572073558,391478083825,5289645738279,14198967736254,38689782102,233177927844,1987652107,13954429275629,2677977163,348624425273,3958045800,296173386016,296436322863,56350869058,584126092,1163426852,572424015653,,,388227225201,348624425273,296436322863,17551012270510,
28,1988,596648045,205635932771,,108944735237,8775116269,2051236250,721425939,429625737200,126928000000,,,398637728,236154038684,133339397080,,1082403219,162299103675,1620246084,2616040479,26579005558,22555941176,3702393617,2817900000,,,320093360,1415100032,4597611710,,1812757918,2690684125,272298067,2644554159,1264899288,509380027627,,,26042571602,407844670393,10255169812,12236057362,9207333741,2212536312,39212550050,356500033,264308140,4614629898,16459896532,27458999472,,,4278792597,,1401233225303,395794539,171106184,115552846617,5374299981,59089396860,671230992473,1559723568017,4504813026702,850630595098,7136188537845,13051881851,34980124929,4588386201192,,,10908935749,5083941391067,392458465606,109058990760,1110009523,1018847043277,968576957,3834503376,,5197765032,2384295817,266672212,164458120,100534657,76261277925,236357524,898607671,7841602824,,413799990,59707404561,5902717091,139262053660,,2613926800,,3239207812133,3573011552486,333803971257,137601818399,84300174486,196709924043,,296589670896,37772896221,123057861334,62684516129,6106635816,,891608957156,3828342820,6277451829,3125724434401,,8355380879,,,44534451,199591287825,20690322153,,,153126936693,3383504128129,1997489766932,590088341347,3282469073712,359390955441,5747233127659,16004524434765,43468212977,245696449803,2033226863,15718896283132,2723496362,374608450728,4189880000,313336374339,313636871093,62056041292,692026455,1482597298,670392652027,976593219924,,356406550348,374608450728,313636871093,19641101601883,
29,1989,695530726,218577418670,,101770140750,10207922517,2253090000,795489582,460896461734,76629657864,,,438794789,299871835376,133105805512,,1113924130,164221056511,1502294416,2615587734,28781715189,21988444444,3863563830,3062000000,,,369133891,1501500032,4715973437,425595310393,2006165167,2985532273,264798626,3083822112,1233930281,567211993243,,,29936735455,456289122063,9757410630,11012566195,8822051648,2389593026,39540080200,341476768,267448571,5251025767,16872864985,27023468666,,,4563482604,,1398967436804,409220087,185137243,112409222183,6686593060,55634721573,731371096234,1589428971661,4699843182591,820691714109,7228867549798,13890823705,39756299050,4686851650795,,,11476584879,5193045049321,387026945952,119012054870,1182660266,1025211803414,871935350,4186411464,,5251858440,2432029298,284120329,213143016,88265975,79169043223,267327642,929799902,8410724361,,379779390,68790219178,5432344902,141692711289,,2736243800,,3272833501995,3610765456156,337902718128,132627241311,94451427877,206149921761,,296042052945,39238392678,120496362916,65831935484,5672569449,,928661332204,4404937853,4221373674,3109455047824,,8283114514,,,44282882,246928837311,24313855653,876428610667,1007484991031,165017164635,3433869712276,2020860832183,612778409183,3323188071350,361406549203,6210293493275,16746595179367,45515134895,248242023325,2103611536,16413248070734,2731683484,378041404291,4372215300,318752375934,319075632307,64563575915,696921542,1433686312,730457643224,945255042383,942570159356,358405406493,378041404291,319075632307,20434564489549,
30,1990,764804469,254673510116,,121803568896,11236275843,2028553750,1028989692,651231622556,141352654305,2256863449,,459470370,311420509068,166463386179,8884848485,1132101253,205331747948,1959965330,3101300779,31598340778,20632090909,4229787234,3166000000,,,545686366,1592400000,4867582598,461951781818,2012131457,3520487627,287765007,3790636324,1440711459,596075591361,255342985524,,33137824753,394565747349,10795850585,12314482628,9329305478,2798746050,47844090710,429622178,306890963,5711687787,18145262491,28645436569,,,5591130218,40728950705,1771671206876,452328087,201429630,138247285816,7073675545,62048507531,700806537275,1865383681842,4825135527455,879067803642,8844416306688,15239272612,42978914311,5898511575033,,,12175166763,6497764960999,560666457492,141438345514,1337017559,1269179616914,960805409,5952293765,7500000000,5889106573,2666750819,317083695,243961996,112119411,97891092003,278098763,1018977280,7650196845,,396582263,76928784621,4923009552,164021216548,,3096289800,,3651722902871,4035818991051,384692691432,146279086047,106140727334,239664058779,,320979026420,49305632408,124813263926,180408064516,6468736356,,1181222653523,4592208087,4160087508,3185904656664,26932016270,8572359038,,,42933296,283365844161,18427777778,1034484672148,1179293266842,191416114820,3845266120208,2067772431706,809958827131,3709881094822,508430708183,6560811991361,18856485088343,54472367103,406714861767,2354687466,18415065842465,3320159522,406989688413,4817542204,374665734140,375056911242,74904284632,1114694041,1738605558,699931258167,1004870546469,1109458099269,504208667613,406989688413,375056911242,22935041260490,
31,1991,872067039,275622021261,,127939039833,10401188707,1099559028,1106891362,480685955944,189719984268,2069870130,,481707407,325966686053,173794177961,5344000000,1167398478,210510999409,1986437797,3135045584,30957483950,10943548387,4616223404,3111160000,,,594975697,1634900000,5343262457,407337837838,2020583702,3701774189,240294286,3942876703,1377374987,612527712316,242589999851,,37846188181,413375445354,10492628588,11840192296,,2724853506,49637993949,424108770,319827059,7196276092,18028768359,24316556026,,,5770197348,29859921159,1868945197407,462421999,219762963,139224688814,9824483340,45715676428,753373284604,1975737934666,5442893719943,859564888122,9129547622124,16988535268,37387836491,6132653935090,,,13463868357,6735918095932,400453801389,127773856786,1383883250,1269276828276,909253215,5402919785,6400000000,6603185268,3015058207,690311081,257150374,110906029,105143232380,300757889,1016500069,9406135143,,348533095,88959997900,4648668479,178848812133,,3473562850,34753569693,3532186083374,3947474577664,417465134694,157325761052,116621996217,261663913757,,270105341879,49787501584,,407796350,6909730288,,1246220156079,4106207649,4344467193,3648065760649,24923076923,8151488783,,,47516818,330647042837,11009993703,1095638269672,1254808462964,207262141060,3729473384349,2069385443008,571969411313,3577995916530,269916667385,6772291612316,19966715737476,56090973117,221557831423,2500551372,19444623831660,3410078968,362086643424,5252342400,401439557598,401835601960,76503385460,1156135718,1877137982,752432351747,995788653280,1187260885890,267675262406,362086643424,401835601960,23932506768140,
32,1992,958659218,240210577722,,122575953686,8307826847,652174991,1209992020,485480997990,228778917308,1272835453,,499281481,325518458077,195078126722,444658672,1083037671,234781652447,1695315306,3356692505,31708874594,10350515464,4751063830,3109000000,,9200000000,693625168,1679900000,5643868749,390590371725,1957000000,4183632940,240233531,4146464587,1411917553,594387358319,260007192126,,45949608605,493136961883,11152971284,12071775335,8850000000,2933222703,58394443378,457388652,357160985,8564041916,17750479193,22085858243,,,6912150456,34805013230,2131571696932,478058305,234059259,152915654479,11605382504,48003133347,877362176380,2173358590938,5983315055353,791014140633,9793519248256,18094238119,41855986519,6766063239283,477101652,,10492993078,7406346647463,364561464352,112532519246,1532411039,1401465923172,912670413,5592390827,3730000000,6416103926,3284620423,714254256,226313444,134707184,116224672864,310160444,1037916163,10440781588,,373573141,104272507639,4943700431,133471906674,,2257129874,38730585922,3751674050194,4128966254641,377852524738,151862384792,128026966580,226421090353,,288208070278,55918538121,,553671958,7080981738,,1320161644933,3535460090,5310833194,3980702922118,24917355372,8209120763,,,47736273,355524903068,19858555215,1181416426983,1361272001641,161023437488,3884677750338,2143026607334,627566887760,3765955546846,299630629557,7116394258319,21476873748809,61187678062,170271061741,2743014361,20875069152453,3713785765,384546459007,5813399300,361239878837,361703838925,81412478292,1284759928,1881847670,876266386397,931485784159,1293171728057,297142477968,384546459007,361703838925,25623906924793,
33,1993,1083240223,238353057846,,127980941950,6084688936,1185315468,1007090270,499344733365,236741715015,1201312829,,535174074,312128302417,190379720809,1570392598,938632612,224721795709,2274558083,3199536465,33166519418,10832064942,5200265957,3092000000,,16416666667,750018765,1820359900,5734699489,438302216833,2063342117,4105729021,225973693,4160129175,1278781262,579053561739,274155699210,,49287378588,619111946512,11045760269,16181814713,10768000000,2684323623,66474101301,452881475,490417390,9582868487,19223181126,22367254865,,,6590291048,40866748705,2071323790370,466048469,245525926,143195627015,13081042400,49945584453,1065302995859,2423181289063,6794132980257,785265792624,9002961946838,18938717359,46578631453,6191179704198,467872715,,8830712714,6761164498941,373427180678,89214114708,1636101247,1322815612694,760957190,4378645081,2701301483,5968922939,3279096493,755040974,236880822,136047906,108809059156,309812185,927214152,11400017301,,454101382,120354212475,4926728933,137981322385,,1878253818,40124916941,4178561247228,4577141433970,399076025459,161704299772,158006700302,237758033527,,279295648983,52417477614,63743623231,1031944881,6218581532,,1064958075551,5440075676,5606400222,4536940479038,23409260880,5751786643,,2533727592,46920901,392665710525,23941391391,1418252033555,1606771008563,166574887123,4323989841633,2343070499931,643308052216,4195017812666,313437557828,7439432921639,21809003524767,58272700910,177783300896,2908044325,21031404311355,3544608548,380914811393,6680269200,364820812464,365328274669,80325204441,1357189552,1463251164,1063972475370,928725528825,1534916859960,310834752639,380914811393,365328274669,26235071296754,
34,1994,1245810056,241158029890,,133143476720,4438321017,1880950864,1017544069,531889376830,257440000000,1315158637,,589429630,322802490488,203535242742,1193141110,925030590,244884129491,1598075944,1895290637,33768660883,9697416974,5567553457,3259000000,1255802469,14952100840,769649509,1867160100,5981222859,546229749726,2151344901,4087220219,258954708,4259259604,851174357,579944346807,310993103188,,56998601233,564321854521,8313557515,8902446252,5820475672,1769365438,81705497617,319189184,406580652,10486787008,20203342208,28448326757,,,7425703929,47850203856,2205074123177,491689221,264374074,156162386725,14644734599,42543176829,1071935566240,2549155455096,7404462060279,674045599737,9412764456412,22708673337,51897983393,6535365784573,531688312,,6927950565,7161925326228,387422713800,103299943085,1825732093,1393982750473,758739179,4190819344,2514070772,5446383727,3383092769,746493952,235620044,100807003,116601801966,325111815,1005887539,12983233311,,540874934,135811771026,4642280682,116865539464,,2167569095,43166678735,4359648199589,4783054163518,424030668563,179925426235,176892143932,244184968264,,327275583530,57097656066,71841461172,3991349283,6389460343,,1099216688280,5452558947,6236295978,4998797547741,21250792886,7148148564,,2791435272,54834542,463619823515,24848483838,1613772281406,1815898071015,162851454787,4507204164512,2456571995868,686296067710,4372352995487,342398659696,7869047506907,23305560982010,60955347499,185211121857,3426105662,22521943357227,3676123788,432114259474,7679384000,372802514500,373323426402,84517313061,1419294254,1179837963,1070596761938,834828070355,1733953770928,339555359696,432114259474,373323426402,27997506090383,
35,1995,1320670391,270813961389,,205687093880,5538749260,2392764853,1178745283,564846181458,258031750000,1468317435,,577281481,368166023166,241038283063,2417331193,1000428394,288025588396,2169627138,2379517975,37939748769,18991484420,5849467819,3429000000,1866572954,13970425777,816491620,2030750000,6715161732,769333050987,2216974096,4734103536,290490984,4730599122,1115389674,605961090061,393418186744,,73444831587,734484834574,11000146269,10864772471,5643416613,2116003868,92495970511,398461797,487148994,11578594260,22268849584,30429803651,,,9933133247,60147174077,2585792275147,497723961,274522222,185006881515,16637370839,41764291672,1322145813138,2589976163836,8407703049147,721536976115,10869124487155,24432884442,60159245060,7538231147011,578015625,4502970889,7663984568,8295832183150,470647685123,134189814815,1970301486,1601094756210,901404710,4958845648,2693768413,6464382808,3693710533,785999865,253966922,141853361,136878365936,342172519,1208953287,14655404433,,621626786,144652295364,5347445005,136391947078,22778297036,2813313279,46425677734,4917192704220,5429299294434,513311732245,253248829885,202132028723,258714064135,914762874,360281909643,69139823232,96419225745,12894029888,7123633418,104892955202,1174662070605,6577520643,6727597032,5545563663890,20374302652,9046320255,,3441205693,56336650,566581003128,27186980647,1697846829141,1941652491766,166388025796,5076505594821,3018342023042,752146910983,4942686974191,379728969540,8247740840061,25681295886680,69997987338,274997760195,3716903984,24976734015084,4186994249,479616531671,8921947100,475466250942,476009200003,95833039358,1698989464,1445919895,1320494506325,924001755657,1853964429260,376446169540,479616531671,476009200003,31175460550856,
36,1996,1379888268,268992901985,,261262106172,6535434716,3199640815,1224024139,615168379200,272149750000,1596968946,,633729630,401341880621,237250948791,3176507376,869033856,279201433225,2361116449,2586550595,46438484108,12294964838,6101861436,3609000000,2786045322,14756846154,848205277,2695390000,7396949126,850426432992,2363645403,5115454090,303408346,4847757218,1007791127,630607994133,416195415174,,78584098983,863749314719,18071152821,11093538846,5771456952,2540697539,97153389011,396053806,501979270,11678424507,24288307617,25017368700,,,10011918444,67387788633,2497244606187,494004648,292285185,187632346388,18241622548,46941554225,1518455507724,2814604962976,8101522614539,729341592559,11093995531285,25226393197,67629716981,7628506032134,693535954,4786018988,8547939731,8431354015025,513501426607,132129174217,2128696644,1605675086550,989536915,5694040003,3095047604,6932991739,3868968367,848239446,270419779,232463023,145861612401,366911444,1197515569,15674835615,,705406001,159718183551,5215028986,148210088018,24147533302,2907517543,46658755152,5368935707824,5961126871332,594243503317,307301651328,227369679375,284804315907,1023005863,392896866205,75790786290,120403931883,10433698621,7426082271,114505860827,1312426527795,7393891921,6927503526,4923391533852,21035357937,12045865396,,3506695720,66517303,610167053824,31492373309,1853064187275,2100974971730,173498091522,5584212173624,3329650189928,840862600702,5444135606946,428606034910,8706425384133,25899388210744,73782152796,332565487839,3978860485,25095080550815,4166072830,524715251564,9586327800,529844900807,530381466554,101906865974,1602741834,1607345356,1516559018018,950621808513,2014992698592,425196434910,524715251564,530381466554,31899770175147,
37,1997,1531843575,284065411887,,274376968923,7675412601,2258513974,1180645572,662599381240,292859000000,1639492445,,680618519,435642611297,212790348405,3962362387,972896268,252708051421,2268301646,2447669102,48244309133,11316127379,6349202394,6332360000,3671909673,14130585516,870861115,2932827000,7925736821,883206179730,2498384130,5197311972,352229077,5020265627,937741513,654986999856,410169356182,,85741415248,961601980985,18047558027,10789458433,6090838693,2322719103,106656492294,364445601,490608658,12614602382,28419094414,25365908100,,,9547818700,62180159376,2211989623280,502675542,302988889,173537647059,20017450041,48177612042,1570740162413,3007027240585,7743791381647,761417341296,10522039639341,28162053027,78436578171,6976362262242,686490090,5154420649,8589233860,7733772686275,573407469041,126912152102,2090221137,1452884917959,933763083,5326817115,3510520231,6891443192,3783700462,803633342,268551011,442337871,143157600150,392190593,1072154434,17790026222,,749138010,177353174850,5737099650,154524113489,24172615104,3338949152,47296952929,5694558884719,6315971522962,623440212235,322680919145,215748998610,298505284429,1180968165,415867563593,82856648758,113919163421,20764857056,7569672925,118859377863,1241879604366,8400041724,7245839210,4492448605639,22165932063,13115764358,,3443413389,67538482,569755022973,30350190704,2021893656590,2303279560277,181604031624,5915240605398,3486564446043,883631054043,5765175438068,452412037427,9235474283856,25507727602748,76825374562,365637813164,3985888228,24601809511220,3762859093,550444437663,10221705900,557958507069,558559464615,109156115404,1716714070,1544689577,1568778371282,980496944235,2210296016800,448652237427,550444437663,558559464615,31797633354815,
38,1998,1665363128,267286689939,,294949797406,6506381417,2545964541,1211953994,649474839551,298948250000,1893726437,,727859259,399674421759,218259904402,4446368571,893770740,258528339631,2455092686,2804902367,49984559471,15031055047,6183776596,6833220000,4116774301,15221352699,926550756,3130748000,8497494652,863710759256,2817083478,4051142386,363458381,4790481509,967338390,634000000000,448894516201,5945677377,81990010726,1029060747621,19619654770,11298144990,6217805821,1949481379,98486358581,370106746,521910561,13684255947,30366582091,25736331200,,,10248617647,66807429711,2238990774703,514267869,322411111,176991934993,21672215547,48187781984,1433291024362,2975617396106,6931652345853,705490152950,10794675569890,27981896948,84828807556,7175100226666,745523075,5674080543,7818205593,7969828384041,589888835851,134038718291,1653146717,1503108739159,1104744235,4483417310,3613497317,7482069162,3588375622,840285265,206457553,370687634,144428172489,445903593,1149858070,19395491993,,717530683,168885443660,6366340266,163053123873,25885224259,3723903724,48706787306,5541013125786,6191844899227,653834021708,337878207133,95445547873,313613696469,1382605389,421351317225,90199410116,110276913362,20617405044,8503693099,120056692192,1270052525928,8787195622,7912270804,4098362709531,22135245507,14093998844,,3120425503,65333692,383331833682,25943705784,2038842224327,2331584223993,187233666964,5764015339860,3361126443520,868789129891,5610935709275,465944553126,9699948950000,25774931850051,75277199806,390147405182,3413057977,24708014062399,3903186593,558153189410,10936669900,562093735439,562743780315,109054240809,1576908856,1744794531,1431500901663,947828018894,2231266382090,461876753126,558153189410,562743780315,31748589989088,
39,1999,1722905028,263674195228,,137292485424,6152922942,3212121651,1239840640,717783506460,283523000000,1845482173,,766200000,389652212057,217259147050,4581248567,808077223,258245733221,3677393999,3389566713,51270569884,13627325461,6621010372,7683870000,4686256363,12138243081,996906469,3324433000,8285064435,599642024320,2951822205,4600116699,399311200,5484263347,999477511,678412196271,435065154082,6262740657,75578685736,1094010482677,18870992456,11565826465,4711259427,2354772960,86278947637,382454990,592416703,14254866281,32208819362,28364615200,,,10497908306,65173130995,2194945278873,536080148,331759259,177965188355,22136579397,48640671735,1578157584193,3146557650838,7743499881490,591797663564,10676421794308,19645272636,90710704807,7139982837083,688918509,5756912266,7700833482,7925877863373,455600793837,135264083659,1936459986,1493151737698,1127684827,4662992036,2800025883,7718109982,3461282461,814724032,224446664,621117886,142588875294,482009370,1131555107,18318412251,,694754988,165768095392,6414520530,163851765874,23770159784,4153725967,49073380174,5397084617176,5898574066305,501461374257,181301356227,140001351215,321538153871,1567402514,458820417338,98893958263,113848450089,36881601584,8982047589,120922937411,1252446659834,8887057997,8149929478,4635982224064,16870817182,12896010459,,3517242477,69034485,497514040642,30122365849,1810327292197,2107165054124,193191322762,5485713212353,3106290269744,942195465255,5330738144656,506224863209,10312911118271,27071122123056,81023028369,240516103273,3750909522,25945423419532,3911602004,598033332784,11284197000,399139573356,399807853242,116967168371,1547888496,1534673583,1576186529001,821675351388,2000304935579,501953663209,598033332784,399807853242,32784571900951,
40,2000,1873452514,285403765401,,140132777859,9129594816,3480355258,1429047882,820573600761,284203750000,1911563669,,826370370,416167815093,197289625480,5272615723,870486066,236792460312,3519991440,2968370088,53369787319,13245990274,9062898936,8076470000,5567772769,12736780455,1134756761,3480219000,8397855485,655448231984,3059500000,6001282104,424448931,5788329609,916777283,744773415932,428597869266,6439703435,78339750717,1211331651830,16577533891,10566579295,19088046306,3227927698,99875074951,351136580,539227278,15013629659,34552588846,30565400000,,,9985844486,61828166496,1947981991012,551230862,333470370,164158739098,24305780629,54790398570,1736282412284,3440095511579,8377349540465,662865533122,10065921815732,18327764882,99838543960,6517630044432,706370816,5686579748,8242349618,7276390991857,528316634353,126019543413,1678219508,1365639660792,1067109531,5080483629,3057475335,4982850662,2995361111,782913872,371095522,1045998496,130457756628,520044370,1068025016,19288929030,,712667897,171668891194,7186638029,177609052467,22128719418,6813565983,47218405892,5873696632000,6445789744804,572649240695,223926346786,165021012078,349607946079,1563667800,468394937256,100207610430,109591707801,48364250944,9025660362,136035771712,1146676894210,9005064475,8460789845,4968359075957,18291990662,12705350098,,3654031716,67253122,576179387820,37718743480,2002282207830,2326883040770,220227514629,6011297746425,3410250640092,1054208747376,5830183109530,536202192461,10999201631932,27669612109065,91448741121,278338197586,3435656409,26398744972705,3599845480,647686504214,11784927700,423531573175,424190717153,129427285780,1738093840,1388506772,1734113865557,894544565018,2212445482712,531888592461,647686504214,424190717153,33898969364125,
